"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.327314708E0,2.989433441E0,-3.107837219E0,8.757089539E0,9.761248981E0
1.337285708E0,3.403322754E0,-3.220552826E0,8.336613922E0,9.563142682E0
1.347256708E0,3.972888336E0,-3.210823059E0,7.853119354E0,9.368282129E0
1.357228708E0,4.696483612E0,-3.117267609E0,7.491022339E0,9.374952338E0
1.367199708E0,5.226231995E0,-2.974165192E0,7.430398407E0,9.558764561E0
1.377170708E0,5.439538422E0,-3.096460876E0,7.084916840E0,9.453713282E0
1.387142708E0,5.376070404E0,-3.177592163E0,7.064110107E0,9.428726136E0
1.397113708E0,5.397775269E0,-3.245401154E0,7.410340118E0,9.725314759E0
1.407084708E0,5.319188690E0,-3.238964539E0,8.098010101E0,1.021579303E1
1.417056708E0,4.976251831E0,-3.160976715E0,8.624914398E0,1.044720080E1
1.427027708E0,4.537663879E0,-3.116668854E0,9.032367096E0,1.057769699E1
1.436998708E0,4.198768616E0,-3.027154999E0,9.227261810E0,1.057996625E1
1.446970708E0,3.935017090E0,-2.877765656E0,9.230255585E0,1.043855894E1
1.456941708E0,3.852688293E0,-3.044369202E0,9.073082428E0,1.031659904E1
1.466912708E0,4.325704651E0,-3.297492828E0,9.006470947E0,1.052148747E1
1.476884708E0,4.993765411E0,-3.170257416E0,9.053772583E0,1.081475950E1
1.486855708E0,5.486241302E0,-3.110232239E0,9.004375305E0,1.099323259E1
1.496826708E0,6.047873383E0,-3.290457458E0,8.832682343E0,1.119911426E1
1.506798708E0,6.393354950E0,-3.560645599E0,8.997190247E0,1.159752633E1
1.516769708E0,6.424789581E0,-3.634142761E0,9.079369354E0,1.170127611E1
1.526740708E0,6.186185760E0,-3.419638824E0,9.354946289E0,1.172509463E1
1.536712708E0,5.531147919E0,-3.307971039E0,1.003049149E1,1.192254290E1
1.546683708E0,4.685706024E0,-3.306324463E0,1.095841187E1,1.236828254E1
1.556654708E0,3.877536621E0,-3.399580536E0,1.188124283E1,1.295207973E1
1.566626708E0,3.076701965E0,-3.550915833E0,1.283401154E1,1.366700224E1
1.576597708E0,2.521207123E0,-3.994144135E0,1.345986008E1,1.426455418E1
1.586568708E0,2.766996002E0,-4.522545319E0,1.368050125E1,1.467193912E1
1.596540708E0,3.439846802E0,-4.744384003E0,1.337678284E1,1.460411054E1
1.606511708E0,4.240681458E0,-4.490661621E0,1.294463150E1,1.434269520E1
1.616482708E0,5.132975922E0,-3.943249969E0,1.253149063E1,1.410442908E1
1.626453708E0,6.056106262E0,-3.564836884E0,1.185594543E1,1.378215974E1
1.636425708E0,7.005282440E0,-3.237767029E0,1.092607910E1,1.337670819E1
1.646396708E0,7.768545227E0,-2.837349701E0,9.896819458E0,1.289759216E1
1.656367708E0,8.057743835E0,-2.631677399E0,8.985514526E0,1.235283097E1
1.666339708E0,7.808961182E0,-2.770289154E0,8.282127228E0,1.171528950E1
1.676310708E0,6.889872437E0,-3.176993408E0,8.090825043E0,1.109166711E1
1.686281708E0,5.447172546E0,-3.565285950E0,8.354277191E0,1.059135969E1
1.696253708E0,3.911515961E0,-3.716471558E0,9.001830597E0,1.049500224E1
1.706224708E0,2.659818878E0,-3.841311951E0,9.746082916E0,1.080816572E1
1.716195708E0,1.867067413E0,-4.174069977E0,1.025756927E1,1.123060677E1
1.726167708E0,1.915865936E0,-4.510869598E0,1.023885818E1,1.135133048E1
1.736138708E0,2.769840088E0,-4.785249023E0,9.537117462E0,1.102393903E1
1.746109708E0,3.877835999E0,-4.970413971E0,8.708440704E0,1.075079376E1
1.756081708E0,4.948858795E0,-5.000651093E0,8.115523682E0,1.074055117E1
1.766052708E0,5.400619354E0,-4.700225830E0,7.856861572E0,1.062963245E1
1.776023708E0,5.169200592E0,-4.492158508E0,8.141719208E0,1.063897150E1
1.785995708E0,4.718487854E0,-4.572391663E0,8.874894562E0,1.104240221E1
1.795966708E0,4.330794067E0,-4.798870697E0,9.129215698E0,1.118604114E1
1.805937708E0,4.167034607E0,-4.776118011E0,8.565787354E0,1.065589948E1
1.815909708E0,4.126918030E0,-4.719685364E0,7.392976227E0,9.693450358E0
1.825880708E0,3.942351837E0,-4.887486420E0,6.447542267E0,9.000025711E0
1.835851708E0,3.846251678E0,-5.010979614E0,5.864953766E0,8.619817361E0
1.845823542E0,3.768263855E0,-5.021308136E0,5.553451538E0,8.381776176E0
1.855795542E0,3.698059845E0,-5.064717865E0,5.643414459E0,8.436536044E0
1.865766542E0,3.634292450E0,-5.059029694E0,5.794300690E0,8.507395814E0
1.875737542E0,3.482358398E0,-5.003195801E0,5.659431152E0,8.317929382E0
1.885709542E0,3.319048004E0,-4.744533691E0,5.292544098E0,7.844597034E0
1.895680542E0,3.089126129E0,-4.418361969E0,4.936883698E0,7.310091885E0
1.905651542E0,2.782264252E0,-4.077221375E0,4.785249023E0,6.874833578E0
1.915623542E0,2.407743073E0,-3.799698486E0,4.765041046E0,6.552904048E0
1.925594542E0,2.155667267E0,-3.560645599E0,4.851261749E0,6.392170133E0
1.935565542E0,2.017654266E0,-3.249442749E0,5.157524872E0,6.421048958E0
1.945537542E0,1.930086365E0,-3.044967957E0,5.389841766E0,6.484401090E0
1.955508542E0,2.083966370E0,-3.058439941E0,5.457800446E0,6.594282100E0
1.965479542E0,2.384990387E0,-3.027903442E0,5.373825073E0,6.613196982E0
1.975451542E0,2.620899811E0,-3.002456360E0,5.125940552E0,6.493005972E0
1.985422542E0,2.855611725E0,-3.140169983E0,4.700225830E0,6.333033136E0
1.995393542E0,3.123853912E0,-3.182531891E0,4.198768616E0,6.125082072E0
2.005365542E0,3.021317139E0,-3.144660645E0,3.637136536E0,5.678557035E0
2.015336542E0,2.906206512E0,-3.180735626E0,3.391946411E0,5.483467505E0
2.025307542E0,2.963237915E0,-2.942880249E0,3.535497894E0,5.471843242E0
2.035278542E0,3.064726868E0,-2.723286896E0,3.889960785E0,5.651604834E0
2.045250542E0,3.323688354E0,-2.379451904E0,4.617747345E0,6.167032202E0
2.055221542E0,3.516637115E0,-2.042502594E0,5.356012115E0,6.724984701E0
2.065192542E0,3.598816223E0,-1.940115509E0,6.222859497E0,7.445771063E0
2.075164542E0,3.765719147E0,-1.945354614E0,7.295828247E0,8.437662892E0
2.085135542E0,3.867357788E0,-2.021845551E0,8.381670227E0,9.449693724E0
2.095106542E0,4.268822937E0,-2.150877228E0,9.478589172E0,1.061568532E1
2.105078542E0,4.534819794E0,-1.868264923E0,1.042192749E1,1.151831485E1
2.115049542E0,4.013154602E0,-1.232237549E0,1.174846893E1,1.247599060E1
2.125020542E0,3.284469910E0,-6.334826660E-1,1.313982559E1,1.355891070E1
2.134992542E0,2.705174561E0,-6.173162842E-1,1.384979919E1,1.412501280E1
2.144963542E0,3.532653809E0,-1.564696198E0,1.344069992E1,1.398500381E1
2.154934542E0,5.684728546E0,-1.631157990E0,1.289732986E1,1.418865507E1
2.164906542E0,6.933132477E0,-1.412762146E0,1.286993683E1,1.468671157E1
2.174877542E0,7.049590302E0,-1.415755920E0,1.273087601E1,1.462109066E1
2.184848542E0,6.749464417E0,-1.378333740E0,1.276545410E1,1.450558142E1
2.194819542E0,5.859415283E0,-1.652114410E0,1.355281677E1,1.485735750E1
2.204791542E0,4.956343231E0,-2.096839600E0,1.448238373E1,1.544996806E1
2.214762542E0,3.719016266E0,-2.531236267E0,1.515568359E1,1.580926893E1
2.224733542E0,3.115321655E0,-3.026107178E0,1.538470734E1,1.598598679E1
2.234705542E0,4.276606750E0,-3.873045959E0,1.454061264E1,1.564350556E1
2.244676542E0,6.002068634E0,-4.708608398E0,1.154309601E1,1.383614420E1
2.254647542E0,6.666237488E0,-5.214855652E0,8.864116974E0,1.225585621E1
2.264619542E0,6.181395721E0,-4.834646301E0,6.925049286E0,1.046612467E1
2.274590542E0,5.911956024E0,-4.363575897E0,5.103337555E0,8.946288216E0
2.284561542E0,6.426136780E0,-4.511318665E0,3.849395142E0,8.744430968E0
2.294533542E0,7.688012695E0,-4.994364166E0,3.382665710E0,9.771982395E0
2.304504542E0,8.583899689E0,-4.859344940E0,2.488425293E0,1.017294586E1
2.314475542E0,8.592881012E0,-4.303101654E0,1.848805389E0,9.786335846E0
2.324446542E0,7.951614532E0,-4.301155701E0,1.376687164E0,9.144582089E0
2.334418542E0,7.220834198E0,-4.700674896E0,1.057999878E0,8.680792287E0
2.344389542E0,6.018833771E0,-5.256319427E0,1.021176453E0,8.055932921E0
2.354360542E0,4.998555450E0,-5.580844574E0,1.416204987E0,7.624763558E0
2.364332542E0,4.990322571E0,-5.676196289E0,2.418670349E0,7.935520772E0
2.374303542E0,5.193150787E0,-5.588478699E0,3.585942993E0,8.429643908E0
2.384274542E0,5.526357880E0,-5.469775543E0,4.151766357E0,8.814547055E0
2.394246542E0,5.971532135E0,-5.188211060E0,4.164040833E0,8.939573038E0
2.404217542E0,6.448290710E0,-4.896767120E0,4.219126282E0,9.130159248E0
2.414188542E0,6.605014801E0,-4.632117462E0,4.446204071E0,9.211485404E0
2.424160542E0,6.247857513E0,-4.600682831E0,4.888983307E0,9.170832230E0
2.434131542E0,5.889502716E0,-4.837789764E0,5.225483551E0,9.241002672E0
2.444102542E0,5.739065552E0,-4.987927551E0,5.478307800E0,9.371667462E0
2.454073542E0,5.513933716E0,-4.737348633E0,5.823340302E0,9.314356089E0
