"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.771834042E0,1.748154694E1,1.453627167E0,4.352753403E1,4.692934832E1
2.781806042E0,1.752795044E1,-2.797682190E-1,4.471651154E1,4.802992526E1
2.791777042E0,1.669208862E1,-1.887574768E0,4.200370285E1,4.523825609E1
2.801748042E0,1.535417084E1,-2.283202057E0,3.781421494E1,4.087637979E1
2.811720042E0,1.377540390E1,-1.893712006E0,3.403577225E1,3.676658388E1
2.821691042E0,1.220906113E1,-1.628164215E0,3.104439285E1,3.339859907E1
2.831662042E0,1.085797073E1,-1.366508331E0,2.891671738E1,3.091826996E1
2.841633042E0,9.495953064E0,-1.166524200E0,2.612008301E1,2.781712853E1
2.851605042E0,7.927664337E0,-1.226250000E0,2.174842392E1,2.318071383E1
2.861576042E0,5.927373962E0,-1.362017670E0,1.644944321E1,1.753776029E1
2.871547042E0,4.382436676E0,-9.285191345E-1,1.140643021E1,1.225457258E1
2.881518042E0,3.556903381E0,-5.927673340E-2,7.212601318E0,8.042182115E0
2.891490042E0,3.371738434E0,8.539741516E-1,3.423830109E0,4.880625424E0
2.901461042E0,3.174897766E0,1.435514832E0,2.427951050E-1,3.492796604E0
2.911432042E0,2.409988403E0,1.763482819E0,-2.344424744E0,3.796609426E0
2.921404042E0,8.851094055E-1,1.675166473E0,-4.627327423E0,5.000176042E0
2.931375042E0,-7.991880798E-1,1.064137115E0,-6.773414612E0,6.902914956E0
2.941346042E0,-2.627037048E0,2.712359619E-1,-8.582103424E0,8.979275682E0
2.951317042E0,-3.792363739E0,-5.565426636E-1,-9.272168427E0,1.003318842E1
2.961289042E0,-4.691843262E0,-1.176553345E0,-9.142687683E0,1.034342347E1
2.971260042E0,-4.375550995E0,-1.539847870E0,-8.389753418E0,9.586685579E0
2.981231042E0,-3.696862335E0,-1.510508881E0,-7.101681976E0,8.147534296E0
2.991203042E0,-3.244802399E0,-1.328038330E0,-6.383625183E0,7.283069332E0
3.001174042E0,-2.649789734E0,-1.031654663E0,-5.909411316E0,6.557959978E0
3.011145042E0,-2.164648590E0,-5.748046875E-1,-5.420078888E0,5.864585160E0
3.021116042E0,-1.573677521E0,-1.383123779E-1,-4.822970581E0,5.075099652E0
3.031088042E0,-9.928852844E-1,8.517288208E-2,-3.891457672E0,4.017028556E0
3.041059042E0,-6.864724731E-1,1.245410156E-1,-2.682122498E0,2.771377999E0
3.051030042E0,-6.456074524E-1,1.351689148E-1,-1.456321564E0,1.598734536E0
3.061002042E0,-6.801855469E-1,2.038760376E-1,-3.885919189E-1,8.094575321E-1
3.070973042E0,-6.355783081E-1,2.194436646E-1,5.613327026E-1,8.759050809E-1
3.080944042E0,-7.580236816E-1,4.251159668E-2,1.366957397E0,1.563643074E0
3.090915042E0,-8.710386658E-1,-3.936813354E-2,1.986968079E0,2.169861828E0
3.100887042E0,-1.003962250E0,1.092727661E-2,2.470911713E0,2.667107852E0
3.110858042E0,-1.152902527E0,1.056802368E-1,2.665057983E0,2.905664572E0
3.120829042E0,-1.169068909E0,2.535726929E-1,2.783162384E0,3.029358691E0
3.130801042E0,-9.304650879E-1,4.950205994E-1,2.735860748E0,2.931850049E0
3.140772042E0,-6.780899048E-1,7.297325134E-1,2.844834137E0,3.014199185E0
3.150743042E0,-3.029699707E-1,9.157955933E-1,3.109034729E0,3.255237214E0
3.160714042E0,4.029620361E-1,1.263372803E0,3.250041504E0,3.510165098E0
3.170686042E0,1.169817352E0,1.431323547E0,3.498973846E0,3.957268972E0
3.180657042E0,1.063688049E0,1.318158875E0,3.394191742E0,3.793351113E0
3.190628042E0,3.977229309E-1,6.984475708E-1,3.334765320E0,3.430258340E0
