"t(s)","a(m/s²)"
1.751968690E2,5.261558533E0
1.752068390E2,4.934638367E0
1.752168080E2,5.117258606E0
1.752267780E2,5.267546082E0
1.752367470E2,5.089566193E0
1.752467170E2,4.364174652E0
1.752566860E2,3.816763000E0
1.752666560E2,3.618275757E0
1.752766260E2,3.222049713E0
1.752865950E2,2.567460938E0
1.752965650E2,1.647474060E0
1.753065340E2,1.437011719E-2
1.753165040E2,-1.423390045E0
1.753264730E2,-1.781595154E0
1.753364430E2,-1.416055298E-1
1.753464130E2,4.239184570E-1
1.753563820E2,1.076261902E-1
1.753663520E2,7.813751221E-2
1.753763213E2,-1.336720276E-1
1.753862913E2,-1.360670471E-1
1.753962603E2,3.409909058E-1
1.754062303E2,6.932084656E-1
1.754162003E2,9.529183960E-1
1.754261693E2,1.145717468E0
1.754361393E2,1.600621490E0
1.754461083E2,2.517614594E0
1.754560783E2,3.792962494E0
1.754660473E2,4.505780182E0
1.754760173E2,4.586761780E0
1.754859873E2,4.101470947E0
1.754959563E2,3.112327881E0
1.755059263E2,1.913919983E0
1.755158953E2,1.008752289E0
1.755258653E2,6.101312256E-1
1.755358343E2,5.315446472E-1
1.755458043E2,5.538482666E-1
1.755557733E2,7.244934082E-1
1.755657433E2,1.087787933E0
1.755757133E2,1.406624908E0
1.755856823E2,1.590891724E0
1.755956523E2,1.669328613E0
1.756056213E2,1.673669586E0
1.756155913E2,1.463356934E0
1.756255603E2,1.057850189E0
1.756355303E2,6.831793213E-1
1.756455003E2,8.301736450E-1
1.756554693E2,1.247505798E0
1.756654393E2,9.889933777E-1
1.756754083E2,6.004014587E-1
1.756853783E2,1.149309998E0
1.756953473E2,1.945504303E0
1.757053173E2,1.998194733E0
1.757152873E2,1.987117767E0
1.757252563E2,2.680326233E0
1.757352263E2,3.256478119E0
1.757451953E2,3.914509735E0
1.757551653E2,4.426145782E0
1.757651343E2,3.997287598E0
1.757751043E2,2.235002289E0
1.757850743E2,4.129911804E-1
1.757950433E2,-9.228309631E-1
1.758050133E2,-3.001707916E0
1.758149823E2,-5.085674286E0
1.758249523E2,-6.564149780E0
1.758349213E2,-4.700375519E0
1.758448913E2,-1.780996399E0
1.758548603E2,-8.809181213E-1
1.758648303E2,-2.209405518E-1
1.758748003E2,5.807922363E-1
1.758847693E2,1.559756470E0
1.758947393E2,1.623074799E0
1.759047083E2,1.700314178E0
1.759146783E2,2.326911163E0
1.759246473E2,3.454366608E0
1.759346173E2,3.714824982E0
1.759445873E2,3.680396576E0
1.759545563E2,3.534749451E0
1.759645263E2,3.274291077E0
1.759744953E2,2.307451630E0
1.759844653E2,6.759942627E-1
1.759944343E2,-4.526586914E-1
1.760044043E2,-1.219813385E0
1.760143733E2,-1.241817627E0
1.760243433E2,-5.626799011E-1
1.760343133E2,-3.174897766E-1
1.760442823E2,-8.021818542E-1
1.760542523E2,-1.221609650E0
1.760642213E2,-1.496288452E0
1.760741913E2,-1.648671570E0
1.760841603E2,-1.578766937E0
1.760941303E2,-1.268462219E0
1.761041003E2,-9.645941162E-1
1.761140693E2,-1.201251984E0
1.761240393E2,-1.322948914E0
1.761340083E2,-1.484313354E0
1.761439783E2,-1.672023010E0
1.761539473E2,-1.986519012E0
1.761639173E2,-2.084116058E0
1.761738873E2,-2.094893646E0
1.761838563E2,-2.284549255E0
1.761938263E2,-2.594105530E0
1.762037953E2,-3.059637451E0
1.762137653E2,-3.438050537E0
1.762237343E2,-3.786675568E0
1.762337043E2,-3.678899689E0
1.762436733E2,-3.312461700E0
1.762536433E2,-2.932551727E0
1.762636133E2,-2.522704010E0
1.762735823E2,-2.588117981E0
1.762835523E2,-2.739602966E0
1.762935213E2,-2.645448761E0
1.763034913E2,-2.341580658E0
1.763134603E2,-1.932481384E0
1.763234303E2,-1.559906158E0
1.763334003E2,-3.100053406E-1
1.763433693E2,1.428629150E0
1.763533393E2,2.537822571E0
1.763633083E2,3.234174500E0
1.763732783E2,2.141746216E0
1.763832472E2,-2.050735474E-1
1.763932172E2,3.914360046E-1
1.764031872E2,1.881138153E0
1.764131562E2,3.535647583E0
1.764231262E2,5.089416504E0
1.764330952E2,5.840853882E0
1.764430652E2,5.649851074E0
1.764530342E2,5.726192322E0
1.764630042E2,6.329138489E0
1.764729732E2,6.837481384E0
1.764829432E2,6.382128296E0
1.764929132E2,3.970643005E0
1.765028822E2,2.459385681E0
1.765128522E2,1.528920593E0
1.765228212E2,6.858737183E-1
1.765327912E2,-1.721420288E-2
1.765427602E2,4.730163574E-1
1.765527302E2,2.808010712E0
1.765627002E2,3.228935394E0
1.765726692E2,3.495231628E0
1.765826392E2,3.685935059E0
1.765926082E2,2.714006195E0
1.766025782E2,1.157991943E0
1.766125472E2,4.544549561E-1
1.766225172E2,-1.519340515E-1
1.766324862E2,-8.861572266E-1
1.766424562E2,-1.190025330E0
1.766524262E2,-9.105564880E-1
1.766623952E2,-3.839515686E-1
1.766723652E2,1.058299255E-1
1.766823342E2,4.281097412E-1
1.766923042E2,6.713539124E-1
1.767022732E2,9.653425598E-1
1.767122432E2,1.360371094E0
1.767222132E2,1.799857178E0
1.767321822E2,1.889371033E0
1.767421522E2,1.739832001E0
1.767521212E2,1.603016510E0
1.767620912E2,1.436862030E0
1.767720602E2,1.481469269E0
1.767820302E2,1.727407837E0
1.767919992E2,1.961221619E0
1.768019692E2,2.278112640E0
1.768119392E2,2.271676025E0
1.768219082E2,1.814376984E0
1.768318782E2,1.160686340E0
1.768418472E2,8.416996765E-1
1.768518172E2,8.657995605E-1
1.768617862E2,1.075214081E0
1.768717562E2,1.332079926E0
1.768817262E2,1.606159973E0
1.768916952E2,1.999541931E0
1.769016652E2,2.135459290E0
1.769116342E2,2.506687317E0
1.769216042E2,2.693947906E0
1.769315732E2,2.281106415E0
1.769415432E2,1.406924286E0
1.769515122E2,3.471281433E-1
1.769614822E2,-4.102967834E-1
1.769714522E2,-5.049000549E-1
1.769814212E2,-4.465214539E-1
1.769913912E2,-5.128335571E-1
1.770013602E2,-5.679190063E-1
1.770113302E2,-6.354286194E-1
1.770212992E2,-9.771679688E-1
1.770312692E2,-1.300944672E0
1.770412392E2,-1.021326141E0
1.770512082E2,1.155596924E-1
1.770611782E2,1.986818390E0
1.770711472E2,3.449277191E0
1.770811172E2,4.267176361E0
1.770910862E2,5.101092224E0
1.771010562E2,6.510561218E0
1.771110262E2,7.139852600E0
1.771209952E2,5.948330383E0
1.771309652E2,4.225712585E0
1.771409342E2,2.222278748E0
1.771509042E2,4.059558105E-1
1.771608732E2,-1.156345367E0
1.771708432E2,-2.043101349E0
1.771808122E2,-2.596350861E0
1.771907822E2,-2.326911163E0
1.772007522E2,-2.017654266E0
1.772107212E2,-3.091371460E0
1.772206912E2,-3.983665924E0
1.772306602E2,-2.912942505E0
1.772406302E2,1.552272034E-1
1.772505992E2,1.557062073E0
1.772605692E2,1.730850677E0
1.772705382E2,2.499502258E0
1.772805082E2,3.029100952E0
1.772904782E2,3.418740692E0
1.773004472E2,3.782184906E0
1.773104172E2,3.667822723E0
1.773203862E2,3.414399719E0
1.773303562E2,3.129093018E0
1.773403252E2,2.840792542E0
1.773502952E2,2.709365845E0
1.773602652E2,2.450104980E0
1.773702342E2,2.132166138E0
1.773802044E2,1.641935577E0
1.773901734E2,1.070274353E0
1.774001434E2,5.089416504E-1
1.774101124E2,-3.583547974E-1
1.774200824E2,-1.491199036E0
1.774300514E2,-1.963616638E0
1.774400214E2,-1.762135620E0
1.774499914E2,-1.110690308E0
1.774599604E2,-5.987548828E-1
1.774699304E2,-1.405577087E-1
1.774798994E2,-6.406677246E-2
1.774898694E2,-1.956431580E-1
1.774998384E2,-4.999603271E-1
1.775098084E2,-1.009650421E0
1.775197784E2,-1.529070282E0
1.775297474E2,-1.739682312E0
1.775397174E2,-1.694775696E0
1.775496864E2,-1.694476318E0
1.775596564E2,-1.864822083E0
1.775696254E2,-2.165696411E0
1.775795954E2,-3.020718384E0
1.775895644E2,-3.719764709E0
1.775995344E2,-4.315825195E0
1.776095044E2,-4.516707458E0
1.776194734E2,-3.231629791E0
1.776294434E2,-1.257684631E0
1.776394124E2,4.010160828E-1
1.776493824E2,2.548450470E0
1.776593514E2,4.408931580E0
1.776693214E2,6.207890625E0
1.776792914E2,8.519832916E0
1.776892604E2,8.567284241E0
1.776992304E2,4.132456512E0
1.777091994E2,1.639989624E0
1.777191694E2,1.188079376E0
1.777291384E2,2.508483582E0
1.777391084E2,3.615581360E0
1.777490774E2,3.743565216E0
1.777590474E2,4.065246277E0
1.777690174E2,4.101321259E0
1.777789864E2,3.617227936E0
1.777889564E2,3.361110535E0
1.777989254E2,3.338507538E0
1.778088954E2,2.959196320E0
1.778188644E2,1.799258423E0
1.778288344E2,2.336640930E-1
1.778388034E2,-4.336482239E-1
1.778487734E2,-5.953120422E-1
1.778587434E2,2.019300842E-1
1.778687124E2,1.591490479E0
1.778786824E2,1.777852936E0
1.778886514E2,1.827998657E0
1.778986214E2,1.826651459E0
1.779085904E2,1.761836243E0
1.779185604E2,1.498833160E0
1.779285304E2,1.049467621E0
1.779384994E2,7.991880798E-1
1.779484694E2,1.526824951E-1
1.779584384E2,-7.189549255E-1
1.779684084E2,-7.123686218E-1
1.779783774E2,-3.547622681E-1
1.779883474E2,3.658392334E-1
1.779983174E2,1.050665131E0
1.780082864E2,1.091679840E0
1.780182564E2,1.008452911E0
1.780282254E2,1.100361786E0
1.780381954E2,1.435365143E0
1.780481644E2,1.905238037E0
1.780581344E2,1.770667877E0
1.780681034E2,1.759890289E0
1.780780734E2,1.945055237E0
1.780880434E2,1.879491577E0
1.780980124E2,1.580563202E0
1.781079824E2,1.003213806E0
1.781179514E2,7.572752380E-1
1.781279214E2,7.592211914E-1
1.781378904E2,1.150058441E0
1.781478604E2,1.880539398E0
1.781578304E2,2.648143158E0
1.781677994E2,3.215613098E0
1.781777694E2,3.457360382E0
1.781877384E2,3.460354156E0
1.781977084E2,2.920876007E0
1.782076774E2,2.156715088E0
1.782176474E2,1.411414948E0
1.782276164E2,8.187973022E-1
1.782375864E2,5.875282288E-1
1.782475564E2,4.775070190E-2
1.782575254E2,-6.975494385E-1
1.782674954E2,-1.185085602E0
1.782774644E2,-1.459165649E0
1.782874344E2,-1.434616699E0
1.782974034E2,-1.580413513E0
1.783073734E2,-1.732946320E0
1.783173434E2,-1.259929962E0
1.783273124E2,-1.386117554E-1
1.783372824E2,1.196012878E-1
1.783472514E2,-6.057902527E-1
1.783572214E2,-1.370998993E0
1.783671904E2,-1.936522980E0
1.783771604E2,-1.120120697E0
1.783871290E2,-1.212927704E0
1.783970990E2,-1.903292084E0
1.784070690E2,-2.051932983E0
1.784170380E2,-2.412982178E0
1.784270080E2,-2.686613159E0
1.784369770E2,-2.893183594E0
1.784469470E2,-3.238515472E0
1.784569160E2,-3.520379333E0
1.784668860E2,-3.297792206E0
1.784768560E2,-2.549947357E0
1.784868250E2,-1.791923676E0
1.784967950E2,-1.102158051E0
1.785067640E2,-2.595602417E-1
1.785167340E2,2.200424194E-1
1.785267030E2,2.421963501E-1
1.785366730E2,1.016386414E-1
1.785466430E2,-4.616400146E-1
1.785566120E2,-9.589059448E-1
1.785665820E2,-1.597328339E0
1.785765510E2,-2.827769623E0
1.785865210E2,-3.750151520E0
1.785964900E2,-4.338428192E0
1.786064600E2,-4.284839630E0
1.786164290E2,-3.624113617E0
1.786263990E2,-3.259771271E0
1.786363690E2,-3.384461975E0
1.786463380E2,-3.537294159E0
1.786563080E2,-3.365900574E0
1.786662770E2,-2.797981567E0
1.786762470E2,-2.239492950E0
1.786862160E2,-2.439926147E0
1.786961860E2,-2.536625061E0
1.787061560E2,-2.528990936E0
1.787161250E2,-2.416425018E0
1.787260950E2,-2.504142609E0
1.787360640E2,-2.700983276E0
1.787460340E2,-2.493514709E0
1.787560030E2,-2.465373230E0
1.787659730E2,-2.356848907E0
1.787759420E2,-2.271376648E0
1.787859120E2,-2.254761200E0
1.787958820E2,-2.180665283E0
1.788058510E2,-2.000739441E0
1.788158210E2,-1.768572235E0
1.788257900E2,-1.503772888E0
1.788357600E2,-1.308878174E0
1.788457290E2,-1.133293304E0
1.788556990E2,-7.279362488E-1
1.788656690E2,-2.902464294E-1
1.788756380E2,1.535806274E-1
1.788856080E2,1.787283325E-1
1.788955770E2,3.420387268E-1
1.789055470E2,3.626957703E-1
1.789155160E2,2.733316040E-1
1.789254860E2,2.869532776E-1
1.789354550E2,3.864962769E-1
1.789454250E2,5.444178772E-1
1.789553950E2,8.292755127E-1
1.789653640E2,1.182690582E0
1.789753340E2,1.705702972E0
1.789853030E2,2.593057709E0
1.789952730E2,3.844006348E0
1.790052420E2,5.508694611E0
1.790152120E2,7.002138977E0
1.790251820E2,4.394411774E0
1.790351510E2,1.151555328E0
1.790451210E2,-6.301895142E-1
1.790550900E2,-1.874701538E0
1.790650600E2,-5.822891235E-1
1.790750290E2,1.684596863E0
1.790849990E2,2.456691284E0
1.790949690E2,2.863694916E0
1.791049380E2,2.805016937E0
1.791149080E2,2.644400940E0
1.791248770E2,2.388732605E0
1.791348470E2,2.491119690E0
1.791448160E2,2.743045807E0
1.791547860E2,1.969304810E0
1.791647550E2,9.695338440E-1
1.791747250E2,1.155447235E0
1.791846950E2,1.882635040E0
1.791946640E2,2.721640320E0
1.792046340E2,3.504063263E0
1.792146030E2,4.355792084E0
1.792245730E2,4.960085449E0
1.792345420E2,5.267695770E0
1.792445120E2,4.932093658E0
1.792544820E2,4.280498657E0
1.792644510E2,3.307671661E0
1.792744210E2,2.196681976E0
1.792843900E2,1.276545410E0
1.792943600E2,6.105802917E-1
1.793043290E2,3.604504395E-1
1.793142990E2,6.385720825E-1
1.793242690E2,6.463558960E-1
1.793342380E2,1.231938171E-1
1.793442080E2,5.062472534E-1
1.793541770E2,8.958869934E-1
1.793641470E2,1.054107971E0
1.793741160E2,1.525178375E0
1.793840863E2,1.820813599E0
1.793940553E2,1.631157990E0
1.794040253E2,1.048120422E0
1.794139953E2,2.520758057E-1
1.794239643E2,-4.204756165E-1
1.794339343E2,-9.520202637E-1
1.794439033E2,-1.289268951E0
1.794538733E2,-1.550176392E0
1.794638423E2,-1.513203278E0
1.794738123E2,-9.716294861E-1
1.794837823E2,-1.966909790E-1
1.794937513E2,8.291258240E-1
1.795037213E2,1.982627106E0
1.795136903E2,2.978655853E0
1.795236603E2,3.766467590E0
1.795336293E2,4.174219666E0
1.795435993E2,4.120631104E0
1.795535693E2,3.558549957E0
1.795635383E2,2.254461823E0
1.795735083E2,5.635780334E-1
1.795834773E2,-4.857398987E-1
1.795934473E2,-9.550140381E-1
1.796034163E2,-1.031804352E0
1.796133863E2,-9.020242310E-1
1.796233553E2,-8.024812317E-1
1.796333253E2,-1.110540619E0
1.796432953E2,-1.684746552E0
1.796532643E2,-2.204765167E0
1.796632343E2,-3.051554260E0
1.796732033E2,-3.988006897E0
1.796831733E2,-4.321663055E0
1.796931423E2,-3.700903931E0
1.797031123E2,-2.580932922E0
1.797130823E2,-1.438059540E0
1.797230513E2,-8.720864868E-1
1.797330213E2,-2.914439392E-1
1.797429903E2,7.300318909E-1
1.797529603E2,8.750802612E-1
1.797629293E2,-6.722520447E-1
1.797728993E2,-2.015858002E0
1.797828693E2,-3.103047180E0
1.797928383E2,-3.366649017E0
1.798028083E2,-2.602188721E0
1.798127773E2,-1.606758728E0
1.798227473E2,-5.613327026E-1
1.798327163E2,-9.669891357E-2
1.798426863E2,-4.475692749E-2
1.798526563E2,-8.396040344E-1
1.798626253E2,-1.421444092E0
1.798725953E2,-1.368903351E0
1.798825643E2,-1.156794434E0
1.798925343E2,-4.854405212E-1
1.799025033E2,-2.918930054E-1
1.799124733E2,-6.855743408E-1
1.799224423E2,-6.448590088E-1
1.799324123E2,-1.793270874E-1
1.799423823E2,5.718109131E-1
1.799523513E2,1.275796967E0
1.799623213E2,1.500180359E0
1.799722903E2,1.312770081E0
1.799822603E2,1.188827820E0
1.799922293E2,1.466051331E0
1.800021993E2,1.733694763E0
1.800121693E2,1.308878174E0
1.800221383E2,8.259823608E-1
1.800321083E2,5.631289673E-1
1.800420773E2,2.474354553E-1
1.800520473E2,-3.338058472E-2
1.800620163E2,-4.858895874E-1
1.800719863E2,-9.768685913E-1
1.800819563E2,-2.124681702E0
1.800919253E2,-2.492766266E0
1.801018953E2,-2.555635529E0
1.801118643E2,-2.782114563E0
1.801218343E2,-2.901566162E0
1.801318033E2,-2.749183044E0
1.801417733E2,-2.954106903E0
1.801517433E2,-3.032543793E0
1.801617123E2,-3.062780914E0
1.801716823E2,-2.981200562E0
1.801816513E2,-2.909200287E0
1.801916213E2,-2.779569855E0
1.802015903E2,-2.282004547E0
1.802115603E2,-2.024390259E0
1.802215293E2,-1.843266907E0
1.802314993E2,-1.689087524E0
1.802414693E2,-1.635349274E0
1.802514383E2,-1.766925659E0
1.802614083E2,-1.459465027E0
1.802713773E2,-8.075706482E-1
1.802813473E2,3.382965088E-1
1.802913163E2,1.969454498E0
1.803012863E2,3.452869720E0
1.803112563E2,4.940476227E0
1.803212253E2,5.938600616E0
1.803311953E2,5.525160370E0
1.803411643E2,3.248544617E0
1.803511343E2,-3.463796997E-1
1.803611033E2,-6.620732117E-1
1.803710733E2,1.385219421E0
1.803810428E2,2.467468872E0
1.803910118E2,2.861898651E0
1.804009818E2,3.031945038E0
1.804109508E2,3.285517731E0
1.804209208E2,2.896925812E0
1.804308898E2,2.599943390E0
1.804408598E2,2.749781799E0
1.804508298E2,3.002606049E0
1.804607988E2,2.692750397E0
1.804707688E2,1.191821594E0
1.804807378E2,6.494993591E-1
1.804907078E2,1.264570312E0
1.805006768E2,2.068997498E0
1.805106468E2,3.206033020E0
1.805206168E2,3.438948669E0
1.805305858E2,3.110381927E0
1.805405558E2,3.169508972E0
1.805505248E2,3.384012909E0
1.805604948E2,3.333118744E0
1.805704638E2,2.759511566E0
1.805804338E2,2.064357147E0
1.805904038E2,1.308279419E0
1.806003728E2,7.936495972E-1
1.806103428E2,6.089337158E-1
1.806203118E2,2.995271301E-1
1.806302818E2,-1.606159973E-1
1.806402508E2,-4.694238281E-1
1.806502208E2,-8.788224792E-1
1.806601898E2,-8.554710388E-1
1.806701598E2,-5.096900940E-1
1.806801298E2,9.220825195E-2
1.806900988E2,1.207838287E0
1.807000688E2,2.091151428E0
1.807100378E2,2.821482697E0
1.807200078E2,3.408112793E0
1.807299768E2,3.878883820E0
1.807399468E2,4.522994385E0
1.807499168E2,5.279820557E0
1.807598858E2,5.813161469E0
1.807698558E2,5.662424927E0
1.807798248E2,5.157225494E0
1.807897948E2,4.960534515E0
1.807997648E2,4.701573029E0
1.808097338E2,3.398981781E0
1.808197038E2,1.650018768E0
1.808296728E2,-2.122586060E-1
1.808396428E2,-1.515298920E0
1.808496118E2,-2.181563416E0
1.808595818E2,-2.130519562E0
1.808695508E2,-1.923500061E0
1.808795208E2,-1.898202667E0
1.808894908E2,-2.175426178E0
1.808994598E2,-2.837349701E0
1.809094298E2,-3.651057587E0
1.809193988E2,-3.713777161E0
1.809293688E2,-3.212918701E0
1.809393378E2,-2.262245636E0
1.809493078E2,-1.492546234E0
1.809592778E2,-2.300715637E-1
1.809692468E2,2.288740540E0
1.809792168E2,4.971312103E0
1.809891858E2,6.566694489E0
1.809991558E2,5.809568939E0
1.810091248E2,3.933819580E0
1.810190948E2,4.800816650E0
1.810290648E2,5.824388123E0
1.810390338E2,3.496279449E0
1.810490038E2,8.039781189E-1
1.810589728E2,1.502874756E-1
1.810689428E2,2.667453003E-1
1.810789118E2,7.394622803E-1
1.810888818E2,-3.209326172E-1
1.810988518E2,-2.164498901E0
1.811088208E2,-1.183888092E0
1.811187908E2,-1.429527283E-1
1.811287598E2,-4.522096252E-1
1.811387298E2,-3.086581421E-1
1.811486988E2,4.631369019E-1
1.811586688E2,1.769170990E0
1.811686388E2,2.878364410E0
1.811786078E2,4.651277618E0
1.811885778E2,5.903573456E0
1.811985468E2,5.886209564E0
1.812085168E2,4.988526306E0
1.812184858E2,4.085903320E0
1.812284558E2,3.175646210E0
1.812384258E2,2.415975952E0
1.812483948E2,1.721120911E0
1.812583648E2,6.929090881E-1
1.812683338E2,-4.957690430E-1
1.812783038E2,-1.621428223E0
1.812882728E2,-2.745889893E0
1.812982428E2,-4.356091461E0
1.813082128E2,-5.937702484E0
1.813181818E2,-7.465575256E0
1.813281518E2,-8.975784760E0
1.813381208E2,-9.831255798E0
1.813480908E2,-9.580826569E0
1.813580598E2,-8.819659424E0
1.813680298E2,-7.997718658E0
1.813779998E2,-6.936126251E0
1.813879695E2,-5.128335571E0
1.813979395E2,-2.908900909E0
1.814079085E2,-2.102078705E0
1.814178785E2,-2.012864227E0
1.814278475E2,-1.219813385E0
1.814378175E2,-2.764750671E-1
1.814477875E2,1.594484253E0
1.814577565E2,5.140610046E0
1.814677265E2,7.987988892E0
1.814776955E2,7.590265961E0
1.814876655E2,7.193890228E0
1.814976345E2,8.573271790E0
1.815076045E2,2.061812439E0
1.815175745E2,-6.571334839E-1
1.815275435E2,2.610720978E0
1.815375135E2,3.608845367E0
1.815474825E2,3.723506927E0
1.815574525E2,3.953578491E0
1.815674215E2,3.378474426E0
1.815773915E2,2.802172852E0
1.815873605E2,2.224374390E0
1.815973305E2,2.817291412E0
1.816073005E2,3.785478058E0
1.816172695E2,3.693718872E0
1.816272395E2,2.055675201E0
1.816372085E2,1.040336609E-1
1.816471785E2,-1.319955139E0
1.816571475E2,-1.022523651E0
1.816671175E2,1.521136780E0
1.816770875E2,3.066672821E0
1.816870565E2,2.964285736E0
1.816970265E2,2.957549744E0
1.817069955E2,3.516487427E0
1.817169655E2,3.932472382E0
1.817269355E2,2.821183319E0
1.817369045E2,1.304537201E0
1.817468745E2,9.289682007E-1
1.817568435E2,1.060843964E0
1.817668135E2,8.479866028E-1
1.817767825E2,6.580316162E-1
1.817867525E2,3.433859253E-1
1.817967225E2,1.989363098E-1
1.818066915E2,-4.161346436E-2
1.818166615E2,-4.026626587E-2
1.818266305E2,2.398013306E-1
1.818366005E2,1.212778015E0
1.818465695E2,2.429298248E0
1.818565395E2,3.492836609E0
1.818665085E2,4.618645477E0
1.818764785E2,5.457650757E0
1.818864485E2,5.643713837E0
1.818964175E2,5.425767059E0
1.819063875E2,4.821174316E0
1.819163565E2,3.832031250E0
1.819263265E2,2.575095062E0
1.819362955E2,1.713037720E0
1.819462655E2,1.614692230E0
1.819562355E2,1.188977509E0
1.819662045E2,7.086264038E-1
1.819761745E2,1.956431580E-1
1.819861435E2,-2.869532776E-1
1.819961135E2,-7.887098694E-1
1.820060835E2,-1.383123779E0
1.820160525E2,-2.239792328E0
1.820260225E2,-3.222947845E0
1.820359915E2,-4.225862274E0
1.820459615E2,-4.566104736E0
1.820559305E2,-3.550466766E0
1.820659005E2,-1.551523590E0
1.820758705E2,8.713380432E-1
1.820858395E2,2.953957214E0
1.820958095E2,4.856800232E0
1.821057785E2,6.318959656E0
1.821157485E2,5.909561005E0
1.821257175E2,4.159999237E0
1.821356875E2,3.801045685E0
1.821456565E2,5.325475616E0
1.821556265E2,2.960992584E0
1.821655965E2,1.624122620E-1
1.821755655E2,-5.441184998E-1
1.821855355E2,-7.794291687E-1
1.821955045E2,-4.444258118E-1
1.822054745E2,-8.339158630E-1
1.822154445E2,-2.478246460E0
1.822254135E2,-3.410208435E0
1.822353835E2,-3.491639099E0
1.822453525E2,-1.551673279E0
1.822553225E2,6.849755859E-1
1.822652915E2,8.048762512E-1
1.822752615E2,1.022224274E0
1.822852315E2,1.652563477E0
1.822952005E2,2.723735962E0
1.823051705E2,3.841761017E0
1.823151395E2,5.124144287E0
1.823251095E2,5.157524872E0
1.823350785E2,3.943699036E0
1.823450485E2,2.739004211E0
1.823550175E2,2.116598511E0
1.823649875E2,1.478475494E0
1.823749575E2,6.973997498E-1
1.823849262E2,1.899549866E-1
1.823948962E2,-7.553292847E-1
1.824048652E2,-2.032623138E0
1.824148352E2,-3.190315704E0
1.824248052E2,-4.662354584E0
1.824347742E2,-6.349196777E0
1.824447442E2,-8.127349091E0
1.824547132E2,-9.703870697E0
1.824646832E2,-1.087653214E1
1.824746522E2,-1.208481949E1
1.824846222E2,-1.208676544E1
1.824945922E2,-9.564360809E0
1.825045612E2,-6.459068298E0
1.825145312E2,-3.756887512E0
1.825245002E2,-1.869612122E0
1.825344702E2,-9.725276184E-1
1.825444392E2,1.751358032E-1
1.825544092E2,2.167043610E0
1.825643782E2,5.438789978E0
1.825743482E2,8.510402527E0
1.825843182E2,8.553512878E0
1.825942872E2,6.717880096E0
1.826042572E2,3.437751160E0
1.826142262E2,6.063890076E-1
1.826241962E2,2.084265747E0
1.826341662E2,3.524869995E0
1.826441352E2,4.221521301E0
1.826541052E2,4.876259766E0
1.826640742E2,4.908742218E0
1.826740442E2,4.310885468E0
1.826840132E2,4.082909546E0
1.826939832E2,4.806504822E0
1.827039532E2,6.054759064E0
1.827139222E2,6.009852448E0
1.827238922E2,3.836222534E0
1.827338612E2,1.573976898E0
1.827438312E2,5.099894714E-1
1.827538002E2,1.059796143E-1
1.827637702E2,-4.661306763E-1
1.827737402E2,-1.753004608E0
1.827837092E2,-3.999682617E-1
1.827936792E2,1.937271423E0
1.828036482E2,2.462678833E0
1.828136182E2,2.345771942E0
1.828235872E2,1.954335938E0
1.828335572E2,1.904639282E0
1.828435272E2,1.590891724E0
1.828534962E2,1.415306854E0
1.828634662E2,1.509610748E0
1.828734352E2,1.457070007E0
1.828834052E2,1.630259857E0
1.828933742E2,1.975292358E0
1.829033442E2,1.787882080E0
1.829133142E2,1.553918610E0
1.829232832E2,1.529519348E0
1.829332532E2,1.475032654E0
1.829432222E2,1.976040802E0
1.829531922E2,2.952160950E0
1.829631612E2,3.395389252E0
1.829731312E2,3.826492767E0
1.829831012E2,4.266278229E0
1.829930702E2,4.160597992E0
1.830030402E2,3.866010590E0
1.830130092E2,3.271896057E0
1.830229792E2,2.537972260E0
1.830329482E2,8.315208435E-1
1.830429182E2,-1.250050507E0
1.830528882E2,-2.483186188E0
1.830628572E2,-2.059118042E0
1.830728272E2,-5.263055420E-1
1.830827962E2,1.052162018E0
1.830927662E2,1.940414886E0
1.831027352E2,1.615590363E0
1.831127052E2,1.152603149E-1
1.831226752E2,-1.788181458E0
1.831326442E2,-3.084186401E0
1.831426142E2,-2.852168884E0
1.831525832E2,-1.399140472E0
1.831625532E2,2.649490356E-1
1.831725222E2,1.574875031E0
1.831824922E2,3.247197418E0
1.831924622E2,4.207001495E0
1.832024312E2,4.079167328E0
1.832124012E2,4.049079895E0
1.832223702E2,2.920277252E0
1.832323402E2,7.833210754E-1
1.832423092E2,3.784130859E-1
1.832522792E2,8.024812317E-1
1.832622492E2,-8.210426331E-1
1.832722182E2,-1.852547607E0
1.832821882E2,-2.165846100E0
1.832921572E2,-2.276316376E0
1.833021272E2,-1.393152924E0
1.833120962E2,-3.740721130E-1
1.833220662E2,-9.225315857E-1
1.833320362E2,-8.337661743E-2
1.833420052E2,1.124311981E0
1.833519752E2,1.670975189E0
1.833619442E2,1.632056122E0
1.833719142E2,1.728605347E0
1.833818832E2,2.386636963E0
1.833918532E2,3.302731934E0
1.834018232E2,4.263284454E0
1.834117922E2,4.738695831E0
1.834217622E2,3.762575684E0
1.834317312E2,1.655108185E0
1.834417012E2,-2.481838989E-1
1.834516712E2,-8.512797546E-1
1.834616402E2,-1.166374512E0
1.834716102E2,-1.980681152E0
1.834815792E2,-2.425106964E0
1.834915492E2,-2.612816620E0
1.835015182E2,-3.488645325E0
1.835114882E2,-4.374503174E0
1.835214572E2,-4.692741394E0
1.835314272E2,-5.269791412E0
1.835413972E2,-6.302194519E0
1.835513662E2,-7.595804443E0
