"t(s)","a(m/s²)"
3.442942229E1,-9.399104462E0
3.443939229E1,-9.389823761E0
3.444936229E1,-9.418713684E0
3.445933229E1,-9.412576447E0
3.446930129E1,-9.356443176E0
3.447927129E1,-9.292077026E0
3.448924129E1,-9.257648621E0
3.449921129E1,-9.181606750E0
3.450918129E1,-8.939560089E0
3.451915029E1,-8.639434204E0
3.452912029E1,-8.235424347E0
3.453909029E1,-7.725584564E0
3.454906029E1,-7.264543304E0
3.455903029E1,-6.850504303E0
3.456899929E1,-6.476432190E0
3.457896929E1,-6.187383270E0
3.458893929E1,-5.964197388E0
3.459890929E1,-5.707780609E0
3.460887929E1,-5.518125000E0
3.461884929E1,-5.408403168E0
3.462881829E1,-5.278024292E0
3.463878829E1,-5.138664093E0
3.464875829E1,-5.040917358E0
3.465872829E1,-4.950655060E0
3.466869829E1,-4.962929535E0
3.467866729E1,-5.103038177E0
3.468863729E1,-5.255870361E0
3.469860729E1,-5.375471649E0
3.470857729E1,-5.548661499E0
3.471854729E1,-5.730533295E0
3.472851629E1,-5.945486298E0
3.473848629E1,-6.183042297E0
3.474845629E1,-6.345903625E0
3.475842629E1,-6.555018768E0
3.476839529E1,-6.744824066E0
3.477836529E1,-6.958130493E0
3.478833529E1,-7.232958984E0
3.479830529E1,-7.393874359E0
3.480827529E1,-7.562573547E0
3.481824529E1,-7.721093903E0
3.482821429E1,-7.873626709E0
3.483818429E1,-7.967481537E0
3.484815429E1,-7.954458618E0
3.485812429E1,-7.816295929E0
3.486809383E1,-7.701933746E0
3.487806283E1,-7.856562195E0
3.488803283E1,-7.940836945E0
3.489800283E1,-8.020920410E0
3.490797283E1,-8.164920959E0
3.491794283E1,-8.333620148E0
3.492791183E1,-8.703500977E0
3.493788183E1,-9.170829163E0
3.494785183E1,-9.461374969E0
3.495782183E1,-9.560019836E0
3.496779183E1,-9.253307648E0
3.497776083E1,-8.928333435E0
3.498773083E1,-8.471333771E0
3.499770083E1,-8.216563568E0
3.500767083E1,-8.453071747E0
3.501764083E1,-8.907975769E0
3.502760983E1,-9.114246826E0
3.503757983E1,-9.164991302E0
3.504754983E1,-9.209748230E0
3.505751983E1,-9.057514801E0
3.506748983E1,-8.800948334E0
3.507745883E1,-8.475375366E0
3.508742883E1,-8.167016602E0
3.509739883E1,-7.875422974E0
3.510736883E1,-7.566315765E0
3.511733883E1,-7.399712219E0
3.512730783E1,-7.209757233E0
3.513727783E1,-7.017407227E0
3.514724783E1,-6.881040802E0
3.515721783E1,-6.746021576E0
3.516718783E1,-6.603817291E0
3.517715683E1,-6.546785889E0
3.518712683E1,-6.391708374E0
3.519709683E1,-6.120771790E0
3.520706683E1,-5.903723145E0
3.521703683E1,-5.761818237E0
3.522700583E1,-5.717210999E0
3.523697583E1,-5.699847107E0
3.524694583E1,-5.709876251E0
3.525691583E1,-5.813161469E0
3.526688583E1,-5.958658905E0
3.527685483E1,-6.095175018E0
3.528682483E1,-6.202950897E0
3.529679483E1,-6.340814209E0
3.530676483E1,-6.443949738E0
3.531673483E1,-6.506220245E0
3.532670383E1,-6.553222504E0
3.533667383E1,-6.636000366E0
3.534664383E1,-6.637048187E0
3.535661383E1,-6.595135345E0
3.536658383E1,-6.641239471E0
3.537655283E1,-6.768175507E0
3.538652283E1,-6.869814148E0
3.539649283E1,-6.973398743E0
3.540646283E1,-7.110663300E0
3.541643283E1,-7.275171204E0
3.542640183E1,-7.510332184E0
3.543637183E1,-7.746990051E0
3.544634183E1,-8.072712708E0
3.545631183E1,-8.361013184E0
3.546628183E1,-8.628207550E0
3.547625083E1,-8.873247986E0
3.548622083E1,-9.116342468E0
3.549619083E1,-9.276060333E0
3.550616083E1,-9.299112396E0
3.551613083E1,-9.358987885E0
3.552609983E1,-9.564211121E0
3.553606983E1,-9.801617432E0
3.554603983E1,-9.975555725E0
3.555600983E1,-9.954748993E0
3.556597983E1,-1.002884491E1
3.557594883E1,-9.980495453E0
3.558591883E1,-9.835297394E0
3.559588883E1,-9.745035095E0
3.560585883E1,-9.763596497E0
3.561582883E1,-9.874665527E0
3.562579783E1,-9.981992340E0
3.563576783E1,-9.975555725E0
3.564573783E1,-9.904752960E0
3.565570783E1,-9.862241364E0
3.566567783E1,-9.745035095E0
3.567564683E1,-9.621392212E0
3.568561683E1,-9.491462402E0
3.569558683E1,-9.458530884E0
3.570555683E1,-9.255253601E0
3.571552683E1,-8.981772308E0
3.572549583E1,-8.688831482E0
3.573546583E1,-8.394693146E0
3.574543583E1,-8.092471619E0
3.575540583E1,-7.836503906E0
3.576537583E1,-7.591762848E0
3.577534483E1,-7.400161285E0
3.578531483E1,-7.178621979E0
3.579528483E1,-6.995103607E0
3.580525483E1,-6.752009125E0
3.581522483E1,-6.530020752E0
3.582519383E1,-6.325246582E0
3.583516383E1,-6.152954865E0
3.584513383E1,-6.019432526E0
3.585510383E1,-5.914500732E0
3.586507396E1,-5.832770691E0
3.587504296E1,-5.837860107E0
3.588501296E1,-5.899232483E0
3.589498296E1,-5.924829254E0
3.590495296E1,-5.881419525E0
3.591492296E1,-5.892047424E0
3.592489196E1,-6.076014862E0
3.593486196E1,-6.258186035E0
3.594483196E1,-6.270460510E0
3.595480196E1,-6.273005219E0
3.596477096E1,-6.289920044E0
3.597474096E1,-6.263425140E0
3.598471096E1,-6.278543701E0
3.599468096E1,-6.287075958E0
3.600465096E1,-6.360573120E0
3.601461996E1,-6.386618958E0
3.602458996E1,-6.577023010E0
3.603455996E1,-6.675817566E0
3.604452996E1,-6.777456207E0
3.605449996E1,-6.999743958E0
3.606446896E1,-7.160359955E0
3.607443896E1,-7.235803070E0
3.608440896E1,-7.361391907E0
3.609437896E1,-7.551496582E0
3.610434896E1,-7.716004486E0
3.611431796E1,-7.939190369E0
3.612428796E1,-8.212821350E0
3.613425796E1,-8.472980347E0
3.614422796E1,-8.859326935E0
3.615419796E1,-9.105415192E0
3.616416696E1,-9.009315033E0
3.617413696E1,-8.612190857E0
3.618410696E1,-8.013435974E0
3.619407696E1,-7.608378296E0
3.620404696E1,-7.718998260E0
3.621401596E1,-8.158634033E0
3.622398596E1,-8.538094940E0
3.623395596E1,-8.980275421E0
3.624392596E1,-9.341025238E0
3.625389596E1,-9.513616333E0
3.626386496E1,-9.498647461E0
3.627383496E1,-9.348509674E0
3.628380496E1,-8.964109039E0
3.629377496E1,-8.490194550E0
3.630374496E1,-8.054300995E0
3.631371396E1,-7.817194061E0
3.632368396E1,-7.581733704E0
3.633365396E1,-7.308851166E0
3.634362396E1,-7.043752441E0
3.635359296E1,-6.782395935E0
3.636356296E1,-6.470744019E0
3.637353296E1,-6.144123230E0
3.638350296E1,-5.839057617E0
3.639347296E1,-5.644013214E0
3.640344196E1,-5.479654999E0
3.641341196E1,-5.325026550E0
3.642338196E1,-5.327271881E0
3.643335196E1,-5.470673676E0
3.644332196E1,-5.623056793E0
3.645329096E1,-5.811664581E0
3.646326096E1,-5.975873108E0
3.647323096E1,-6.125112762E0
3.648320096E1,-6.307733002E0
3.649317096E1,-6.529272308E0
3.650313996E1,-6.830296326E0
3.651310996E1,-7.093898163E0
3.652307996E1,-7.344477081E0
3.653304996E1,-7.560178528E0
3.654301996E1,-7.652237091E0
3.655298896E1,-7.793543243E0
3.656295896E1,-7.997119904E0
3.657292896E1,-8.136031036E0
3.658289896E1,-8.336314545E0
3.659286896E1,-8.638985138E0
3.660283796E1,-8.902886353E0
3.661280796E1,-9.097631378E0
3.662277796E1,-9.210945740E0
3.663274796E1,-9.345066833E0
3.664271696E1,-9.426347809E0
3.665268696E1,-9.537267151E0
3.666265696E1,-9.591604156E0
3.667262696E1,-9.679321747E0
3.668259696E1,-9.777667236E0
3.669256596E1,-9.841734009E0
3.670253596E1,-9.796228638E0
3.671250596E1,-9.749675446E0
3.672247596E1,-9.733958130E0
3.673244596E1,-9.642648010E0
3.674241496E1,-9.471853180E0
3.675238496E1,-9.382638702E0
3.676235496E1,-9.432934113E0
3.677232496E1,-9.569749603E0
3.678229396E1,-9.667496338E0
3.679226396E1,-9.623038788E0
3.680223396E1,-9.384285278E0
3.681220396E1,-9.222322083E0
3.682217396E1,-9.108259277E0
3.683214396E1,-8.948990479E0
3.684211296E1,-8.713530121E0
3.685208296E1,-8.391699371E0
3.686205296E1,-8.210426331E0
3.687202304E1,-8.094118195E0
3.688199204E1,-7.861801300E0
3.689196204E1,-7.437134399E0
3.690193204E1,-7.131619720E0
3.691190204E1,-6.810238037E0
3.692187204E1,-6.599775696E0
3.693184104E1,-6.526877289E0
3.694181104E1,-6.303541718E0
3.695178104E1,-6.016887817E0
3.696175104E1,-5.894143066E0
3.697172104E1,-5.811963959E0
3.698169004E1,-5.662574615E0
3.699166004E1,-5.492378540E0
3.700163004E1,-5.366939392E0
3.701160004E1,-5.235512695E0
3.702156904E1,-5.059478760E0
3.703153904E1,-4.882995758E0
3.704150904E1,-4.624782715E0
3.705147904E1,-4.303401031E0
3.706144904E1,-3.991449738E0
3.707141804E1,-3.702700195E0
3.708138804E1,-3.502566376E0
3.709135804E1,-3.431763611E0
3.710132804E1,-3.648213501E0
3.711129804E1,-4.007915497E0
3.712126704E1,-4.397854614E0
3.713123704E1,-4.891827393E0
3.714120704E1,-5.356910248E0
3.715117704E1,-5.714217224E0
3.716114704E1,-5.980513458E0
3.717111604E1,-6.167025604E0
3.718108604E1,-6.322402496E0
3.719105604E1,-6.498286743E0
3.720102604E1,-6.750512238E0
3.721099604E1,-7.040758667E0
3.722096504E1,-7.391629028E0
3.723093504E1,-7.728578339E0
3.724090504E1,-8.021818542E0
3.725087504E1,-8.281977539E0
3.726084404E1,-8.448281708E0
3.727081404E1,-8.562643890E0
3.728078404E1,-8.742569733E0
3.729075404E1,-8.984915771E0
3.730072404E1,-9.341474304E0
3.731069304E1,-9.753866730E0
3.732066304E1,-1.012344818E1
3.733063304E1,-1.070603668E1
3.734060304E1,-1.147618515E1
3.735057304E1,-1.276335846E1
3.736054204E1,-1.410322220E1
3.737051204E1,-1.475481720E1
3.738048204E1,-1.471260498E1
3.739045204E1,-1.412971710E1
3.740042104E1,-1.305764648E1
3.741039104E1,-1.212059509E1
3.742036104E1,-1.131392258E1
3.743033104E1,-1.045590683E1
3.744030104E1,-9.546547852E0
3.745027004E1,-8.568631439E0
3.746024004E1,-7.834108887E0
3.747021004E1,-7.601193237E0
3.748018004E1,-7.852221222E0
3.749015004E1,-8.193212128E0
3.750011904E1,-8.678053894E0
3.751008904E1,-9.166787567E0
3.752005904E1,-9.486672363E0
3.753002904E1,-9.505383453E0
3.753999804E1,-8.919052734E0
3.754996804E1,-8.114026794E0
3.755993804E1,-7.376959534E0
3.756990804E1,-6.665489044E0
3.757987804E1,-5.977669373E0
3.758984704E1,-5.441783752E0
3.759981704E1,-5.082081757E0
3.760978704E1,-4.696932678E0
3.761975704E1,-4.317172394E0
3.762972704E1,-4.096381531E0
3.763969604E1,-3.946094055E0
3.764966604E1,-3.825295258E0
3.765963604E1,-3.669469299E0
3.766960604E1,-3.635040894E0
3.767957504E1,-3.745211792E0
3.768954504E1,-3.952979736E0
3.769951504E1,-4.179458771E0
3.770948504E1,-4.392166443E0
3.771945504E1,-4.583169250E0
3.772942404E1,-4.784500580E0
3.773939404E1,-4.920118561E0
3.774936404E1,-5.169949036E0
3.775933404E1,-5.521268463E0
3.776930404E1,-5.916746063E0
3.777927304E1,-6.395450592E0
3.778924304E1,-6.860234070E0
3.779921304E1,-7.268285522E0
3.780918304E1,-7.657925262E0
3.781915204E1,-7.990982666E0
3.782912204E1,-8.252039795E0
3.783909204E1,-8.488248596E0
3.784906204E1,-8.799451447E0
3.785903204E1,-9.160500641E0
3.786900117E1,-9.376351776E0
3.787897117E1,-9.471254425E0
3.788894117E1,-9.557175751E0
3.789891117E1,-9.858948212E0
3.790888117E1,-1.018781433E1
3.791885017E1,-1.043195663E1
3.792882017E1,-1.063523392E1
3.793879017E1,-1.074630295E1
3.794876017E1,-1.073821976E1
3.795872917E1,-1.056907150E1
3.796869917E1,-1.021041733E1
3.797866917E1,-9.703271942E0
3.798863917E1,-8.996441803E0
3.799860917E1,-8.251291351E0
3.800857817E1,-7.572303314E0
3.801854817E1,-7.040159912E0
3.802851817E1,-6.739734650E0
3.803848817E1,-6.843169556E0
3.804845817E1,-7.119345245E0
3.805842717E1,-7.302863617E0
3.806839717E1,-7.325316925E0
3.807836717E1,-7.265441437E0
3.808833717E1,-7.044051819E0
3.809830617E1,-6.875502319E0
3.810827617E1,-6.630012817E0
3.811824617E1,-7.606132965E0
3.812821617E1,-7.794740753E0
3.813818617E1,-7.835905151E0
3.814815517E1,-7.594606934E0
3.815812517E1,-7.506739655E0
3.816809517E1,-7.400909729E0
3.817806517E1,-7.203320618E0
3.818803417E1,-6.996001740E0
3.819800417E1,-6.850354614E0
3.820797417E1,-6.786437531E0
3.821794417E1,-6.740782471E0
3.822791417E1,-6.661746826E0
3.823788317E1,-6.544390869E0
3.824785317E1,-6.404731293E0
3.825782317E1,-6.223757629E0
3.826779317E1,-6.062842255E0
3.827776317E1,-5.988446960E0
3.828773217E1,-5.851631470E0
3.829770217E1,-5.703289948E0
3.830767217E1,-5.626050568E0
3.831764217E1,-5.632786560E0
3.832761117E1,-5.667214966E0
3.833758117E1,-5.778283997E0
3.834755117E1,-6.013744354E0
3.835752117E1,-6.167624359E0
3.836749117E1,-6.199657745E0
3.837746017E1,-6.363117828E0
3.838743017E1,-6.590045929E0
3.839740017E1,-6.840475159E0
3.840737017E1,-7.159910889E0
3.841733917E1,-7.494315491E0
3.842730917E1,-7.852071533E0
3.843727917E1,-8.226592712E0
3.844724917E1,-8.546776886E0
3.845721917E1,-8.568631439E0
3.846718817E1,-8.572822723E0
3.847715817E1,-8.895701294E0
3.848712817E1,-9.219328308E0
3.849709817E1,-9.651329956E0
3.850706717E1,-9.915081482E0
3.851703717E1,-1.009126511E1
3.852700717E1,-1.034453842E1
3.853697717E1,-1.043839325E1
3.854694717E1,-1.048704208E1
3.855691617E1,-1.062954575E1
3.856688617E1,-1.068807404E1
3.857685617E1,-1.056772430E1
3.858682617E1,-1.031504974E1
3.859679617E1,-1.006012985E1
3.860676517E1,-1.011865814E1
3.861673517E1,-1.043180695E1
3.862670517E1,-1.083267334E1
3.863667517E1,-1.088626190E1
3.864664417E1,-1.043075912E1
3.865661417E1,-9.742490387E0
3.866658417E1,-9.077273712E0
3.867655417E1,-8.774752808E0
3.868652417E1,-8.797206116E0
3.869649317E1,-8.801696777E0
3.870646317E1,-8.791817322E0
3.871643317E1,-8.999285889E0
3.872640317E1,-9.072633362E0
3.873637217E1,-8.848100281E0
3.874634217E1,-8.548872528E0
3.875631217E1,-8.125253448E0
3.876628217E1,-7.658374329E0
3.877625217E1,-7.297175446E0
3.878622117E1,-6.949448547E0
3.879619117E1,-6.766379242E0
3.880616117E1,-6.550079041E0
3.881613117E1,-6.299500122E0
3.882610017E1,-6.118077393E0
3.883607017E1,-5.969137115E0
3.884604017E1,-5.803880768E0
3.885601017E1,-5.727838898E0
3.886597983E1,-5.789660339E0
3.887594883E1,-5.868695984E0
3.888591883E1,-5.940396881E0
3.889588883E1,-6.069578247E0
3.890585883E1,-6.171366577E0
3.891582783E1,-6.332880707E0
3.892579783E1,-6.571185150E0
3.893576783E1,-6.715784454E0
3.894573783E1,-6.839577026E0
3.895570783E1,-6.970105591E0
3.896567683E1,-7.031927032E0
3.897564683E1,-7.037315826E0
3.898561683E1,-7.145540771E0
3.899558683E1,-7.247927856E0
3.900555583E1,-7.333998871E0
3.901552583E1,-7.410489807E0
3.902549583E1,-7.452851715E0
3.903546583E1,-7.432344360E0
3.904543583E1,-7.340884552E0
3.905540483E1,-7.207212524E0
3.906537483E1,-7.053781586E0
3.907534483E1,-6.861431580E0
3.908531483E1,-6.838978271E0
3.909528383E1,-6.833439789E0
3.910525383E1,-6.740782471E0
3.911522383E1,-6.738387451E0
3.912519383E1,-6.747817841E0
3.913516383E1,-6.788233795E0
3.914513283E1,-6.836433563E0
3.915510283E1,-6.959178314E0
3.916507283E1,-7.149133301E0
3.917504283E1,-7.441026306E0
3.918501183E1,-7.871531067E0
3.919498183E1,-8.369545441E0
3.920495183E1,-8.806037750E0
3.921492183E1,-9.126072235E0
3.922489183E1,-9.347012787E0
3.923486083E1,-9.519154816E0
3.924483083E1,-9.668544159E0
3.925480083E1,-9.800569611E0
3.926477083E1,-9.957144012E0
3.927473983E1,-1.003483246E1
3.928470983E1,-1.001926483E1
3.929467983E1,-9.972861328E0
3.930464983E1,-9.971813507E0
3.931461983E1,-1.014350647E1
3.932458883E1,-1.035127441E1
3.933455883E1,-1.033031799E1
3.934452883E1,-1.009126511E1
3.935449883E1,-9.813143463E0
3.936446783E1,-9.565558319E0
3.937443783E1,-9.366921387E0
3.938440783E1,-9.154213715E0
3.939437783E1,-8.934919739E0
3.940434683E1,-8.743318176E0
3.941431683E1,-8.614885254E0
3.942428683E1,-8.537496185E0
3.943425683E1,-8.437803497E0
3.944422683E1,-8.357420654E0
3.945419583E1,-8.233927460E0
3.946416583E1,-8.053253174E0
3.947413583E1,-7.741900635E0
3.948410583E1,-7.358398132E0
3.949407483E1,-7.003935242E0
3.950404483E1,-6.735243988E0
3.951401483E1,-6.524033203E0
3.952398483E1,-6.388115845E0
3.953395483E1,-6.323749695E0
3.954392383E1,-6.287225647E0
3.955389383E1,-6.277046814E0
3.956386383E1,-6.292165375E0
3.957383383E1,-6.308780823E0
3.958380283E1,-6.295308838E0
3.959377283E1,-6.269412689E0
3.960374283E1,-6.340963898E0
3.961371283E1,-6.409820709E0
3.962368283E1,-6.496789856E0
3.963365183E1,-6.610403595E0
3.964362183E1,-6.671626282E0
3.965359183E1,-6.702162781E0
3.966356183E1,-6.599925385E0
3.967353083E1,-6.534960480E0
3.968350083E1,-6.515650635E0
3.969347083E1,-6.468947754E0
3.970344083E1,-6.547085266E0
3.971341083E1,-6.662195892E0
3.972337983E1,-6.845265198E0
3.973334983E1,-7.192243652E0
3.974331983E1,-7.461383972E0
3.975328983E1,-7.558232574E0
3.976325883E1,-7.636669464E0
3.977322883E1,-7.784561920E0
3.978319883E1,-7.868237915E0
3.979316883E1,-7.921078033E0
3.980313783E1,-8.075556793E0
3.981310783E1,-8.353079681E0
3.982307783E1,-8.649313660E0
3.983304783E1,-8.980874176E0
3.984301783E1,-9.261989594E0
3.985298683E1,-9.420509949E0
3.986295683E1,-9.370962982E0
3.987292679E1,-9.162446594E0
3.988289679E1,-8.913364563E0
3.989286579E1,-8.655301208E0
3.990283579E1,-8.575517120E0
3.991280579E1,-8.695268097E0
3.992277579E1,-9.081914063E0
3.993274579E1,-9.587562561E0
3.994271479E1,-9.877060547E0
3.995268479E1,-9.817634125E0
3.996265479E1,-9.520651703E0
3.997262479E1,-9.071884918E0
3.998259379E1,-8.919352112E0
3.999256379E1,-9.183852081E0
4.000253379E1,-9.469009094E0
4.001250379E1,-9.579928436E0
4.002247279E1,-9.710906067E0
4.003244279E1,-9.952503662E0
4.004241279E1,-1.007839188E1
4.005238279E1,-9.970466309E0
4.006235279E1,-9.760003967E0
4.007232179E1,-9.427096252E0
4.008229179E1,-8.973689117E0
4.009226179E1,-8.466693420E0
4.010223179E1,-7.935747528E0
4.011220079E1,-7.426057434E0
4.012217079E1,-7.040159912E0
4.013214079E1,-6.665339355E0
4.014211079E1,-6.337521057E0
4.015207979E1,-6.049370270E0
4.016204979E1,-5.834417267E0
4.017201979E1,-5.682483215E0
4.018198979E1,-5.388344879E0
4.019195979E1,-5.102439423E0
4.020192879E1,-5.075046387E0
4.021189879E1,-5.098397827E0
4.022186879E1,-5.119653625E0
4.023183879E1,-5.305866394E0
4.024180779E1,-5.525160370E0
4.025177779E1,-5.809119873E0
4.026174779E1,-6.081703033E0
4.027171779E1,-6.154152374E0
4.028168779E1,-6.111640778E0
4.029165679E1,-5.890849915E0
4.030162679E1,-5.870043182E0
4.031159679E1,-6.110443268E0
4.032156679E1,-6.403084717E0
4.033153579E1,-6.653813324E0
4.034150579E1,-6.903943176E0
4.035147579E1,-7.106621704E0
4.036144579E1,-7.313192139E0
4.037141479E1,-7.506739655E0
4.038138479E1,-7.667505341E0
4.039135479E1,-7.803572388E0
4.040132479E1,-8.049810333E0
4.041129479E1,-8.581953735E0
4.042126379E1,-9.051826630E0
4.043123379E1,-9.366023254E0
4.044120379E1,-9.637259216E0
4.045117379E1,-9.880204010E0
4.046114279E1,-1.003887405E1
4.047111279E1,-1.003767654E1
4.048108279E1,-9.935439148E0
4.049105279E1,-9.925709381E0
4.050102179E1,-1.000699036E1
4.051099179E1,-1.019095779E1
4.052096179E1,-1.032373169E1
4.053093179E1,-1.034513718E1
4.054090079E1,-1.029304550E1
4.055087079E1,-1.012763947E1
4.056084079E1,-9.812395020E0
4.057081079E1,-9.478888550E0
4.058078079E1,-9.240584106E0
4.059074979E1,-9.232650604E0
4.060071979E1,-9.355245667E0
4.061068979E1,-9.495803375E0
4.062065979E1,-9.614805908E0
4.063062879E1,-9.600884857E0
4.064059879E1,-9.482930145E0
4.065056879E1,-9.306596832E0
4.066053879E1,-9.229806519E0
4.067050879E1,-9.170529785E0
4.068047779E1,-9.070088654E0
4.069044779E1,-8.904682617E0
4.070041779E1,-8.709189148E0
4.071038779E1,-8.447533264E0
4.072035679E1,-8.170758820E0
4.073032679E1,-7.921377411E0
4.074029679E1,-7.781867523E0
4.075026679E1,-7.655979309E0
4.076023579E1,-7.439978485E0
4.077020579E1,-7.286697235E0
4.078017579E1,-7.018904114E0
4.079014579E1,-6.749314728E0
4.080011479E1,-6.503974915E0
4.081008479E1,-6.151008911E0
4.082005479E1,-5.856271820E0
4.083002479E1,-5.647006989E0
4.083999479E1,-5.478756866E0
4.084996379E1,-5.366190948E0
4.085993379E1,-5.197042694E0
4.086990404E1,-4.971910858E0
4.087987404E1,-4.845124512E0
4.088984304E1,-4.800217896E0
4.089981304E1,-4.818330231E0
4.090978304E1,-4.816533966E0
4.091975304E1,-4.816833344E0
4.092972204E1,-4.891677704E0
4.093969204E1,-5.061424713E0
4.094966204E1,-5.263354797E0
4.095963204E1,-5.512885895E0
4.096960204E1,-5.891298981E0
4.097957104E1,-6.321654053E0
4.098954104E1,-6.804998932E0
4.099951104E1,-7.264543304E0
4.100948104E1,-7.733518066E0
4.101945004E1,-8.150550842E0
4.102942004E1,-8.644523621E0
4.103939004E1,-9.051826630E0
4.104936004E1,-9.250014496E0
4.105932904E1,-9.332792358E0
4.106929904E1,-9.327403564E0
4.107926904E1,-9.297765198E0
4.108923904E1,-9.374405823E0
4.109920904E1,-9.492659912E0
4.110917804E1,-9.674382019E0
4.111914804E1,-9.910890198E0
4.112911804E1,-1.025607239E1
4.113908804E1,-1.062206131E1
4.114905704E1,-1.088805817E1
4.115902704E1,-1.079869400E1
4.116899704E1,-1.003468277E1
4.117896704E1,-9.165590057E0
4.118893604E1,-8.728798370E0
4.119890604E1,-8.848399658E0
4.120887604E1,-9.264534302E0
4.121884604E1,-9.637109528E0
4.122881504E1,-9.966873779E0
4.123878504E1,-1.020817200E1
4.124875504E1,-1.035202286E1
4.125872504E1,-1.019140686E1
4.126869404E1,-9.696086884E0
4.127866404E1,-9.132808228E0
4.128863404E1,-8.533903656E0
4.129860404E1,-7.986492004E0
4.130857404E1,-7.513775024E0
4.131854304E1,-7.183412018E0
4.132851304E1,-6.962022400E0
4.133848304E1,-6.782845001E0
4.134845304E1,-6.563101959E0
4.135842204E1,-6.309080200E0
4.136839204E1,-6.083499298E0
4.137836204E1,-5.811514893E0
4.138833204E1,-5.519172821E0
4.139830104E1,-5.279072113E0
4.140827104E1,-5.163362732E0
4.141824104E1,-5.141807556E0
4.142821104E1,-5.206772461E0
4.143818004E1,-5.236410828E0
4.144815004E1,-5.316643982E0
4.145812004E1,-5.454656982E0
4.146809004E1,-5.611680450E0
4.147806004E1,-5.812113647E0
4.148802904E1,-6.064039764E0
4.149799904E1,-6.396049347E0
4.150796904E1,-6.791227570E0
4.151793904E1,-7.157815247E0
4.152790804E1,-7.477700043E0
4.153787804E1,-7.782466278E0
4.154784804E1,-7.982600098E0
4.155781804E1,-8.065976715E0
4.156778704E1,-8.346942444E0
4.157775704E1,-8.624465332E0
4.158772704E1,-8.835077362E0
4.159769704E1,-8.983718262E0
4.160766604E1,-9.133406982E0
4.161763604E1,-9.327553253E0
4.162760604E1,-9.426347809E0
4.163757604E1,-9.471404114E0
4.164754504E1,-9.496402130E0
4.165751504E1,-9.546996918E0
4.166748504E1,-9.585915985E0
4.167745504E1,-9.722581787E0
4.168742504E1,-9.964628448E0
4.169739404E1,-1.015997223E1
4.170736404E1,-1.028166916E1
4.171733404E1,-1.037582336E1
4.172730404E1,-1.052401520E1
4.173727304E1,-1.056128769E1
4.174724304E1,-1.054212753E1
4.175721304E1,-1.019724472E1
4.176718304E1,-9.813592529E0
4.177715204E1,-9.602381744E0
4.178712204E1,-9.640851746E0
4.179709204E1,-9.798024902E0
4.180706204E1,-9.746082916E0
4.181703104E1,-9.479636993E0
4.182700104E1,-9.123377838E0
4.183697104E1,-8.695268097E0
4.184694104E1,-8.430468750E0
4.185691004E1,-8.331524506E0
4.186688004E1,-8.365354156E0
4.187684983E1,-8.252937927E0
4.188681983E1,-8.197702789E0
4.189678983E1,-8.149203644E0
4.190675883E1,-8.098908234E0
4.191672883E1,-8.116122437E0
4.192669883E1,-8.146658936E0
4.193666883E1,-8.088130646E0
4.194663783E1,-7.939639435E0
4.195660783E1,-7.851622467E0
4.196657783E1,-7.743846588E0
4.197654783E1,-7.650889893E0
4.198651683E1,-7.486681366E0
4.199648683E1,-7.252568207E0
4.200645683E1,-7.104226685E0
4.201642683E1,-6.949897614E0
4.202639583E1,-6.753805389E0
4.203636583E1,-6.587800598E0
4.204633583E1,-6.488257599E0
4.205630583E1,-6.373296661E0
4.206627483E1,-6.221512299E0
4.207624483E1,-6.095025330E0
4.208621483E1,-5.975424042E0
4.209618483E1,-5.590873718E0
4.210615383E1,-5.232818298E0
4.211612383E1,-5.157824249E0
4.212609383E1,-5.118755493E0
4.213606383E1,-5.148244171E0
4.214603383E1,-5.346881104E0
4.215600283E1,-5.632636871E0
4.216597283E1,-5.871390381E0
4.217594283E1,-6.066434784E0
4.218591283E1,-6.350244598E0
4.219588183E1,-6.564748535E0
4.220585183E1,-6.666686554E0
4.221582183E1,-6.864425354E0
4.222579183E1,-7.054829407E0
4.223576083E1,-7.338938599E0
4.224573083E1,-7.559729462E0
4.225570083E1,-7.808512115E0
4.226567083E1,-8.239615631E0
4.227563983E1,-8.902886353E0
4.228560983E1,-9.537716217E0
4.229557983E1,-1.016161880E1
4.230554983E1,-1.035127441E1
4.231551883E1,-9.914482727E0
4.232548883E1,-9.126072235E0
4.233545883E1,-8.701105957E0
4.234542883E1,-8.994346161E0
4.235539783E1,-9.690548401E0
4.236536783E1,-1.031759445E1
4.237533783E1,-1.084434906E1
4.238530783E1,-1.135284164E1
4.239527683E1,-1.170805298E1
4.240524683E1,-1.166703827E1
4.241521683E1,-1.120240448E1
4.242518683E1,-1.053134995E1
4.243515683E1,-9.783804474E0
4.244512583E1,-9.026229858E0
4.245509583E1,-8.415948944E0
4.246506583E1,-7.969726868E0
4.247503583E1,-7.572303314E0
4.248500483E1,-7.267836456E0
4.249497483E1,-6.999444580E0
4.250494483E1,-6.719526672E0
4.251491483E1,-6.399641876E0
4.252488383E1,-6.061195679E0
4.253485383E1,-5.834117889E0
4.254482383E1,-5.563929749E0
4.255479383E1,-5.416336670E0
4.256476283E1,-5.334906006E0
4.257473283E1,-5.314698029E0
4.258470283E1,-5.379812622E0
4.259467283E1,-5.467230835E0
4.260464183E1,-5.569767609E0
4.261461183E1,-5.682483215E0
