"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.525118958E0,1.425036621E0,2.567760315E0,-2.612666931E0,3.930667997E0
1.535086958E0,1.936672668E0,2.084415436E0,-2.281854858E0,3.647238727E0
1.545055958E0,2.120789795E0,1.810934143E0,-1.650767212E0,3.240719706E0
1.555023958E0,2.054328003E0,1.781445465E0,-8.490344238E-1,2.848626150E0
1.564991958E0,1.865720215E0,1.956730957E0,-1.107696533E-2,2.703669850E0
1.574959958E0,1.569785614E0,2.196532288E0,7.797285461E-1,2.810152588E0
1.584928958E0,1.196162567E0,2.424807587E0,1.403930511E0,3.046558321E0
1.594896958E0,8.280780029E-1,2.541864166E0,1.867217102E0,3.260872019E0
1.604864958E0,4.784051514E-1,2.539768524E0,2.103725281E0,3.332409894E0
1.614832958E0,1.785786438E-1,2.417921906E0,2.184108124E0,3.263213902E0
1.624801958E0,-9.400451660E-2,2.294877777E0,2.176473999E0,3.164228173E0
1.634769958E0,-3.674858093E-1,2.249671783E0,2.120191040E0,3.113081913E0
1.644737958E0,-6.255491638E-1,2.234253845E0,2.076182556E0,3.113476515E0
1.654705958E0,-8.876541138E-1,2.240540771E0,1.971101074E0,3.113389185E0
1.664674958E0,-1.196761322E0,2.233954468E0,1.797162781E0,3.106860841E0
1.674642958E0,-1.461560669E0,2.237696686E0,1.571731567E0,3.100610612E0
1.684610958E0,-1.701362000E0,2.260748749E0,1.331181793E0,3.126925411E0
1.694579958E0,-1.958377533E0,2.286345520E0,1.030756531E0,3.181992681E0
1.704547958E0,-2.162702637E0,2.280357971E0,7.387138367E-1,3.228469189E0
1.714515958E0,-2.303709412E0,2.220332794E0,4.343966675E-1,3.228878325E0
1.724483958E0,-2.510130157E0,2.027234344E0,1.612147522E-1,3.230545262E0
1.734452958E0,-2.890788574E0,1.728755035E0,-1.603166199E-1,3.372084514E0
1.744420958E0,-3.539389801E0,1.165326691E0,-5.689668274E-1,3.769481358E0
1.754388958E0,-4.471800842E0,2.398013306E-1,-8.951385498E-1,4.566812945E0
1.764356958E0,-5.522915039E0,-9.303153992E-1,-1.170416107E0,5.721708760E0
1.774325958E0,-7.359445953E0,-2.745590515E0,-1.610500946E0,8.018318110E0
1.784293958E0,-1.012404694E1,-6.081703033E0,-2.278412018E0,1.202807547E1
1.794261958E0,-1.377720016E1,-1.148172363E1,-2.555635529E0,1.811553187E1
1.804229958E0,-1.767240005E1,-1.834105957E1,-1.813179474E0,2.553420862E1
1.814198958E0,-2.128498764E1,-2.414479065E1,-5.093907166E-1,3.219132015E1
1.824166958E0,-2.562042206E1,-2.824970444E1,7.515870667E-1,3.814468129E1
1.834134958E0,-2.763867508E1,-2.970213409E1,2.101030884E0,4.062668410E1
1.844102958E0,-2.843741409E1,-3.071283234E1,1.528920593E0,4.188439075E1
1.854071958E0,-2.844624573E1,-3.166111038E1,8.861572266E-1,4.257229241E1
1.864039958E0,-2.709515533E1,-3.085832977E1,1.690734100E0,4.110039587E1
1.874007958E0,-2.562311646E1,-2.952535172E1,2.756218414E0,3.919039717E1
1.883976958E0,-2.406545563E1,-2.821946732E1,3.540737000E0,3.725615800E1
1.893944958E0,-2.236813522E1,-2.649924454E1,3.582649841E0,3.486228355E1
1.903912958E0,-2.011367340E1,-2.367626495E1,2.763553162E0,3.118914244E1
1.913880958E0,-1.761731461E1,-1.990201355E1,1.220262451E0,2.660731023E1
1.923849958E0,-1.574410995E1,-1.603256012E1,-8.214916992E-1,2.248543597E1
1.933817958E0,-1.381462234E1,-1.231833389E1,-2.597099304E0,1.869037360E1
1.943785958E0,-1.197569641E1,-8.949140167E0,-3.928730164E0,1.545766266E1
1.953753958E0,-1.004082001E1,-5.742358704E0,-4.558021545E0,1.243255043E1
1.963722958E0,-8.239915009E0,-2.739602966E0,-4.595593414E0,9.824515387E0
1.973690958E0,-6.863227844E0,-1.145118713E-1,-4.388573914E0,8.147182974E0
1.983658958E0,-5.957162018E0,2.072290649E0,-4.024980011E0,7.482154231E0
1.993626958E0,-5.431305542E0,3.773353271E0,-3.366499329E0,7.420956308E0
2.003595958E0,-5.064717865E0,4.885839844E0,-2.529290314E0,7.477974828E0
2.013563958E0,-4.642895050E0,5.516927490E0,-1.753603363E0,7.420787568E0
2.023531958E0,-4.081262970E0,5.609734497E0,-1.077010345E0,7.020383169E0
2.033500958E0,-3.330723724E0,5.395380249E0,-5.432203674E-1,6.363877507E0
2.043468958E0,-2.625989227E0,4.935686188E0,-1.529818726E-1,5.592872341E0
2.053436958E0,-1.958078156E0,4.270020447E0,1.892065430E-1,4.701376798E0
2.063404958E0,-1.334624634E0,3.629951477E0,5.369334412E-1,3.904621385E0
2.073373958E0,-7.514373779E-1,3.142864380E0,9.274713135E-1,3.361912801E0
2.083341958E0,-2.255809021E-1,2.908451843E0,1.333277435E0,3.207430060E0
