"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.458114708E0,-5.559588776E0,-8.903784485E0,8.282276917E-1,1.052959480E1
2.468188708E0,-5.648952942E0,-9.151070251E0,8.897497559E-1,1.079094114E1
2.478263708E0,-5.760770416E0,-9.343120880E0,9.621990967E-1,1.101844865E1
2.488337708E0,-5.887407074E0,-9.476942596E0,1.091230774E0,1.121003067E1
2.498411708E0,-5.979765015E0,-9.525292053E0,1.189875641E0,1.130949081E1
2.508486708E0,-6.062842255E0,-9.552086334E0,1.320404205E0,1.139051697E1
2.518560708E0,-6.114634552E0,-9.522597656E0,1.417851562E0,1.140521481E1
2.528635708E0,-6.168971558E0,-9.527986450E0,1.384920044E0,1.143489132E1
2.538709708E0,-6.282285919E0,-9.643396454E0,1.278491364E0,1.158001519E1
2.548783708E0,-6.412964172E0,-9.839338989E0,1.058299255E0,1.179231523E1
2.558858708E0,-6.599027252E0,-1.003094055E1,7.686515808E-1,1.203153167E1
2.568932708E0,-6.918762360E0,-1.019080811E1,4.049079895E-1,1.232419543E1
2.579006708E0,-7.317084045E0,-1.030606842E1,2.320175171E-2,1.263943446E1
2.589081708E0,-7.562274170E0,-1.038630157E1,-3.430865479E-1,1.285227448E1
2.599155708E0,-7.721992035E0,-1.035471725E1,-5.595364380E-1,1.292913034E1
2.609230708E0,-7.912545776E0,-9.983189850E0,-4.114942932E-1,1.274526531E1
2.619304708E0,-8.083639984E0,-9.170978851E0,5.149291992E-2,1.222516830E1
2.629378708E0,-8.117469635E0,-7.937543793E0,6.830296326E-1,1.137384914E1
2.639453708E0,-8.163274384E0,-6.781946869E0,1.342558136E0,1.069749103E1
2.649527708E0,-8.222401428E0,-5.994883575E0,1.980830841E0,1.036678374E1
2.659602708E0,-8.179440765E0,-5.489085388E0,2.512974243E0,1.016603901E1
2.669676708E0,-7.991132355E0,-5.316494293E0,2.731370087E0,9.979162812E0
2.679750708E0,-7.681725769E0,-5.638325043E0,2.689606934E0,9.901192127E0
2.689825708E0,-7.315886536E0,-6.340365143E0,2.448757782E0,9.985932136E0
2.699899708E0,-6.969806213E0,-7.143894196E0,2.067650299E0,1.019257576E1
2.709974708E0,-6.682104492E0,-7.682174835E0,1.721569977E0,1.032618680E1
2.720048708E0,-6.547085266E0,-7.942782898E0,1.414109344E0,1.038998705E1
2.730122708E0,-6.684798889E0,-7.911647644E0,1.196611633E0,1.042653269E1
2.740197708E0,-7.047644348E0,-7.603887634E0,1.043180695E0,1.042001075E1
2.750271708E0,-7.368427277E0,-7.105723572E0,1.011296997E0,1.028628940E1
2.760345708E0,-7.567812653E0,-6.550677795E0,1.051712952E0,1.006425696E1
2.770420708E0,-7.837701416E0,-6.098468170E0,1.074315948E0,9.988745280E0
2.780494708E0,-8.019273834E0,-5.542823639E0,1.205443268E0,9.822664618E0
2.790569708E0,-7.852071533E0,-4.925207977E0,1.312021637E0,9.361308763E0
2.800643708E0,-7.739355927E0,-4.558021545E0,1.268611908E0,9.070973858E0
2.810718708E0,-7.794890442E0,-4.354145508E0,1.190923462E0,9.007618930E0
2.820792708E0,-7.736062775E0,-4.251459045E0,1.046773224E0,8.889167872E0
2.830866708E0,-7.499255219E0,-4.325405273E0,8.210426331E-1,8.696095136E0
2.840941875E0,-7.274572449E0,-4.562063141E0,6.999444580E-1,8.615204389E0
2.851015875E0,-7.114255829E0,-4.863536224E0,8.158035278E-1,8.656336176E0
2.861089875E0,-6.950047302E0,-5.191504211E0,1.013242950E0,8.733930087E0
2.871164875E0,-6.834786987E0,-5.554948425E0,1.183738403E0,8.886675519E0
2.881238875E0,-6.773564301E0,-5.852529602E0,1.325343933E0,9.049299012E0
2.891313875E0,-6.764882355E0,-6.074517975E0,1.361269226E0,9.193283190E0
2.901387875E0,-6.772965546E0,-6.176905060E0,1.362466736E0,9.267336943E0
2.911461875E0,-6.714886322E0,-6.142925720E0,1.388213196E0,9.206105072E0
2.921536875E0,-6.830446014E0,-6.115382996E0,1.375789032E0,9.270690233E0
2.931610875E0,-6.930737457E0,-6.214925995E0,1.282532959E0,9.397090912E0
2.941685875E0,-6.929390259E0,-6.209088135E0,1.270108795E0,9.390548502E0
2.951759875E0,-6.983577576E0,-6.043682098E0,1.337917786E0,9.332013345E0
2.961833875E0,-7.078330536E0,-5.896089020E0,1.342558136E0,9.309623583E0
2.971908875E0,-7.135361938E0,-5.771398315E0,1.318458252E0,9.271502611E0
2.981982875E0,-7.135661316E0,-5.623206482E0,1.241518250E0,9.169486415E0
2.992056875E0,-7.160509644E0,-5.585784302E0,1.083596649E0,9.145931681E0
3.002131875E0,-7.233258362E0,-5.698200531E0,9.012757874E-1,9.252124830E0
3.012205875E0,-7.368277588E0,-5.935307465E0,7.176077271E-1,9.488643220E0
3.022280875E0,-7.476203156E0,-6.312223663E0,5.528004456E-1,9.800171913E0
3.032354875E0,-7.628436584E0,-6.740333405E0,4.981640625E-1,1.019182548E1
3.042428875E0,-7.839497681E0,-7.200626221E0,5.375321960E-1,1.065812754E1
3.052503875E0,-7.945626984E0,-7.655230865E0,5.516029358E-1,1.104716315E1
3.062577875E0,-8.014633484E0,-8.018525391E0,6.483018494E-1,1.135567676E1
3.072652875E0,-7.984546051E0,-8.229736176E0,7.039860535E-1,1.148812994E1
3.082726875E0,-7.995922394E0,-8.411907349E0,6.659651184E-1,1.162490730E1
3.092800875E0,-8.063731384E0,-8.564739532E0,6.712042236E-1,1.178257367E1
3.102875875E0,-8.095166016E0,-8.613538055E0,7.756869507E-1,1.184594618E1
3.112949875E0,-8.195756836E0,-8.606502686E0,1.027463379E0,1.192887252E1
3.123024875E0,-8.327482910E0,-8.570727081E0,1.335522766E0,1.202447319E1
3.133098875E0,-8.460256805E0,-8.618028717E0,1.591490479E0,1.218110037E1
3.143172875E0,-8.617579651E0,-8.800349579E0,1.682201843E0,1.243135692E1
3.153247875E0,-8.667425995E0,-9.129365387E0,1.676363983E0,1.269959771E1
3.163321875E0,-8.624315643E0,-9.547895050E0,1.606459351E0,1.296618031E1
3.173395875E0,-8.522826691E0,-9.982740784E0,1.523980865E0,1.321424254E1
3.183470875E0,-8.367000732E0,-1.022029678E1,1.617835693E0,1.330708683E1
3.193544875E0,-8.068820801E0,-1.018916153E1,1.806742859E0,1.312208831E1
3.203619875E0,-7.727380829E0,-9.918374634E0,2.095342712E0,1.274664783E1
3.213693875E0,-7.461833038E0,-9.199120331E0,2.422711945E0,1.209017371E1
3.223767875E0,-7.447313232E0,-8.163124695E0,2.556533661E0,1.134173459E1
3.233842875E0,-7.509284363E0,-7.095694427E0,2.592908020E0,1.065182628E1
3.243916875E0,-7.650889893E0,-6.202352142E0,2.407144318E0,1.013901534E1
3.253991875E0,-7.910899200E0,-5.528303833E0,2.071542206E0,9.870955199E0
3.264065875E0,-8.124055939E0,-5.300477600E0,1.678160248E0,9.844367400E0
